species,lat,lon,month,source
agaricus_augustus,50.812561,12.936912,6,GBIF
agaricus_augustus,52.1,5.1,6,GBIF
agaricus_augustus,50.20772,8.554897,6,GBIF
agaricus_augustus,51.25,5.75,6,GBIF
agaricus_augustus,47.618549,-122.026119,6,GBIF
agaricus_augustus,37.004126,-122.05803,6,GBIF
agaricus_augustus,37.016783,-121.933455,6,GBIF
agaricus_augustus,37.313158,-122.198614,6,GBIF
agaricus_augustus,37.037033,-122.064142,6,GBIF
agaricus_augustus,47.561775,-122.317146,6,GBIF
agaricus_augustus,49.056095,-122.528663,6,GBIF
agaricus_augustus,48.130184,-122.788745,6,GBIF
agaricus_augustus,47.224651,-122.807962,6,GBIF
agaricus_augustus,37.433,-122.309403,6,GBIF
agaricus_augustus,52.05,4.3,6,GBIF
agaricus_augustus,53.76495,11.397285,6,GBIF
agaricus_augustus,47.947102,-122.296865,6,GBIF
agaricus_augustus,37.038403,-122.06279,6,GBIF
agaricus_augustus,53.62161,11.504545,6,GBIF
agaricus_augustus,47.680988,-122.140686,6,GBIF
agaricus_augustus,41.384213,-124.06394,6,GBIF
agaricus_augustus,40.777987,-124.188857,6,GBIF
agaricus_augustus,50.270387,13.890002,6,GBIF
agaricus_augustus,56.165422,10.202085,6,GBIF
agaricus_augustus,48.086681,-123.157805,6,GBIF
agaricus_augustus,44.689555,20.519563,6,GBIF
agaricus_augustus,41.133156,-124.158675,6,GBIF
agaricus_augustus,47.652953,-122.075789,6,GBIF
agaricus_augustus,49.894705,36.029109,6,GBIF
agaricus_augustus,52.15,5.9,7,GBIF
agaricus_augustus,58.52173,13.54808,7,GBIF
agaricus_augustus,50.916939,20.641489,7,GBIF
agaricus_augustus,45.80393,-121.48946,7,GBIF
agaricus_augustus,47.620466,-122.312842,7,GBIF
agaricus_augustus,53.221522,-3.851216,7,GBIF
agaricus_augustus,47.698005,-122.622108,7,GBIF
agaricus_augustus,47.660363,-122.383899,7,GBIF
agaricus_augustus,49.706341,-124.918488,7,GBIF
agaricus_augustus,47.698222,-122.621963,7,GBIF
agaricus_augustus,41.812738,-1.813703,7,GBIF
agaricus_augustus,49.149304,17.253391,7,GBIF
agaricus_augustus,45.432338,-122.804978,7,GBIF
agaricus_augustus,47.608314,-122.247756,7,GBIF
agaricus_augustus,52.3,5.5,7,GBIF
agaricus_augustus,51.35,5.9,7,GBIF
agaricus_augustus,59.83246,17.64513,7,GBIF
agaricus_augustus,58.12224,15.2532,7,GBIF
agaricus_augustus,47.904068,-122.560699,7,GBIF
agaricus_augustus,36.987553,-121.90638,7,GBIF
agaricus_augustus,41.345721,-124.184413,7,GBIF
agaricus_augustus,54.373317,10.151084,7,GBIF
agaricus_augustus,47.070165,-122.866124,7,GBIF
agaricus_augustus,48.520214,-123.010758,7,GBIF
agaricus_augustus,47.537905,2.04576,7,GBIF
agaricus_augustus,53.675703,10.243738,7,GBIF
agaricus_augustus,41.043967,-123.874438,7,GBIF
agaricus_augustus,47.486902,8.732022,7,GBIF
agaricus_augustus,49.268958,-123.202422,7,GBIF
agaricus_augustus,-33.443504,-71.660846,7,GBIF
agaricus_augustus,47.672961,-122.1269,7,GBIF
agaricus_augustus,47.021956,-122.878551,7,GBIF
agaricus_augustus,36.983393,-121.861297,7,GBIF
agaricus_augustus,47.735889,10.534563,7,GBIF
agaricus_augustus,50.263704,6.978193,7,GBIF
agaricus_augustus,53.683193,9.665359,7,GBIF
agaricus_augustus,52.8,6.8,7,GBIF
agaricus_augustus,50.85,5.85,7,GBIF
agaricus_augustus,51.6,4.8,7,GBIF
agaricus_augustus,53.1,6.6,7,GBIF
agaricus_augustus,50.839817,6.119206,7,GBIF
agaricus_augustus,51.95,5.8,7,GBIF
agaricus_augustus,51.3,5.95,7,GBIF
agaricus_augustus,47.22029,12.026893,7,GBIF
agaricus_augustus,52.45,6.1,7,GBIF
agaricus_augustus,53.1,6.4,7,GBIF
agaricus_augustus,60.74472,17.20744,7,GBIF
agaricus_augustus,41.00822,-124.19243,7,GBIF
agaricus_augustus,51.352301,6.736218,7,GBIF
agaricus_augustus,51.425141,6.79616,7,GBIF
agaricus_augustus,36.986053,-121.904853,7,GBIF
agaricus_augustus,48.902353,8.472211,7,GBIF
agaricus_augustus,49.1071,-123.904056,7,GBIF
agaricus_augustus,52.454657,13.303215,7,GBIF
agaricus_augustus,47.165827,6.978595,7,GBIF
agaricus_augustus,48.883571,13.409617,7,GBIF
agaricus_augustus,51.5,5.1,7,GBIF
agaricus_augustus,47.057603,10.847517,7,GBIF
agaricus_augustus,51.425322,6.796315,7,GBIF
agaricus_augustus,42.646458,0.573146,7,GBIF
agaricus_augustus,51.7,5.1,7,GBIF
agaricus_augustus,54.373594,10.962404,7,GBIF
agaricus_augustus,52.8,6.1,7,GBIF
agaricus_augustus,51.019261,7.021579,7,GBIF
agaricus_augustus,42.342785,1.947021,7,GBIF
agaricus_augustus,51.951022,7.611428,7,GBIF
agaricus_augustus,51.957987,7.600222,7,GBIF
agaricus_augustus,53.556618,9.901923,7,GBIF
agaricus_augustus,51.184933,7.206613,7,GBIF
agaricus_augustus,52.0,6.05,7,GBIF
agaricus_augustus,40.877997,-124.090827,7,GBIF
agaricus_augustus,37.960628,-121.971588,7,GBIF
agaricus_augustus,44.217155,-122.250534,7,GBIF
agaricus_augustus,55.742105,36.143417,7,GBIF
agaricus_augustus,48.018739,-122.6717,7,GBIF
agaricus_augustus,47.604403,-122.532039,7,GBIF
agaricus_augustus,55.56025,12.90779,7,GBIF
agaricus_augustus,56.42313,16.40648,7,GBIF
agaricus_augustus,58.99315,16.65598,8,GBIF
agaricus_augustus,59.83242,17.64511,8,GBIF
agaricus_augustus,60.14807,15.30743,8,GBIF
agaricus_augustus,53.659695,11.413851,8,GBIF
agaricus_augustus,52.27853,8.890962,8,GBIF
agaricus_augustus,56.329422,-2.812093,8,GBIF
agaricus_augustus,46.834628,12.827312,8,GBIF
agaricus_augustus,53.012503,13.857053,8,GBIF
agaricus_augustus,49.867905,15.572622,8,GBIF
agaricus_augustus,37.185426,-122.080396,8,GBIF
agaricus_augustus,50.902448,7.16402,8,GBIF
agaricus_augustus,48.489998,-123.347063,8,GBIF
agaricus_augustus,53.095415,8.879192,8,GBIF
agaricus_augustus,49.434635,19.159714,8,GBIF
agaricus_augustus,52.304776,0.634197,8,GBIF
agaricus_augustus,45.52247,-122.624855,8,GBIF
agaricus_augustus,47.506919,8.869414,8,GBIF
agaricus_augustus,51.4,4.85,8,GBIF
agaricus_augustus,42.627258,2.236474,8,GBIF
agaricus_augustus,47.116906,11.334053,8,GBIF
agaricus_augustus,47.053496,8.517826,8,GBIF
agaricus_augustus,51.15,5.95,8,GBIF
agaricus_augustus,50.75,5.7,8,GBIF
agaricus_augustus,48.031334,11.647699,8,GBIF
agaricus_augustus,60.43186,17.20983,8,GBIF
agaricus_augustus,59.30953,15.31679,8,GBIF
agaricus_augustus,59.30952,15.31877,8,GBIF
agaricus_augustus,59.69939,18.63885,8,GBIF
agaricus_augustus,59.70001,17.42957,8,GBIF
agaricus_augustus,59.934525,10.859141,8,GBIF
agaricus_augustus,53.820759,12.9279,8,GBIF
agaricus_augustus,53.35,5.2,8,GBIF
agaricus_augustus,50.95,5.75,8,GBIF
agaricus_augustus,52.3,7.0,8,GBIF
agaricus_augustus,55.900562,11.123592,8,GBIF
agaricus_augustus,50.395838,7.25581,8,GBIF
agaricus_augustus,51.362875,6.782395,8,GBIF
agaricus_augustus,52.524031,7.749024,8,GBIF
agaricus_augustus,53.1,6.7,8,GBIF
agaricus_augustus,50.9,5.9,8,GBIF
agaricus_augustus,51.95,5.65,8,GBIF
agaricus_augustus,50.396957,7.308697,8,GBIF
agaricus_augustus,52.3,4.85,8,GBIF
agaricus_augustus,53.236882,8.226822,8,GBIF
agaricus_augustus,54.314083,10.118744,8,GBIF
agaricus_augustus,51.201172,6.809055,8,GBIF
agaricus_augustus,50.123837,7.624162,8,GBIF
agaricus_augustus,53.090481,8.234464,8,GBIF
agaricus_augustus,52.39971,13.925645,8,GBIF
agaricus_augustus,50.655528,7.151133,8,GBIF
agaricus_augustus,47.543603,-122.368553,8,GBIF
agaricus_augustus,53.432936,-2.255234,8,GBIF
agaricus_augustus,51.083834,17.086361,8,GBIF
agaricus_augustus,51.066222,13.743958,8,GBIF
agaricus_augustus,47.370336,8.73301,8,GBIF
agaricus_augustus,50.871448,12.561305,8,GBIF
agaricus_augustus,47.634386,-122.387291,8,GBIF
agaricus_augustus,49.208308,-122.608978,8,GBIF
agaricus_augustus,50.283328,13.83764,8,GBIF
agaricus_augustus,56.618423,24.118195,8,GBIF
agaricus_augustus,47.815635,-122.377219,8,GBIF
agaricus_augustus,49.477183,11.104658,8,GBIF
agaricus_augustus,55.966167,-3.205556,8,GBIF
agaricus_augustus,36.654704,-121.796687,8,GBIF
agaricus_augustus,47.696748,-122.475245,8,GBIF
agaricus_augustus,56.436493,-2.942356,8,GBIF
agaricus_augustus,49.442632,12.069149,8,GBIF
agaricus_augustus,54.106752,-2.337379,8,GBIF
agaricus_augustus,50.370096,13.966764,8,GBIF
agaricus_augustus,59.18361,18.37548,8,GBIF
agaricus_augustus,56.66485,16.48211,8,GBIF
agaricus_xanthodermus,38.548212,-121.703178,1,GBIF
agaricus_xanthodermus,37.692912,-122.186478,1,GBIF
agaricus_xanthodermus,37.745185,-122.257116,1,GBIF
agaricus_xanthodermus,38.437611,-122.614083,1,GBIF
agaricus_xanthodermus,33.80451,-118.369897,1,GBIF
agaricus_xanthodermus,36.996813,-122.052436,1,GBIF
agaricus_xanthodermus,36.993662,-122.055314,1,GBIF
agaricus_xanthodermus,36.99633,-122.059053,1,GBIF
agaricus_xanthodermus,37.923563,-122.297028,1,GBIF
agaricus_xanthodermus,38.576485,-123.331781,1,GBIF
agaricus_xanthodermus,36.241542,-121.775925,1,GBIF
agaricus_xanthodermus,37.91122,-122.300812,1,GBIF
agaricus_xanthodermus,36.996472,-122.059121,2,GBIF
agaricus_xanthodermus,37.002036,-122.052528,2,GBIF
agaricus_xanthodermus,-35.22848,149.163241,2,GBIF
agaricus_xanthodermus,-35.228287,149.166032,3,GBIF
agaricus_xanthodermus,38.134856,-122.585183,3,GBIF
agaricus_xanthodermus,-34.912601,-57.935751,3,GBIF
agaricus_xanthodermus,37.577897,-121.98915,3,GBIF
agaricus_xanthodermus,37.802533,-122.477287,3,GBIF
agaricus_xanthodermus,36.996153,-122.059131,3,GBIF
agaricus_xanthodermus,37.874125,-122.273372,3,GBIF
agaricus_xanthodermus,36.953225,-122.056908,3,GBIF
agaricus_xanthodermus,-37.935417,145.110506,3,GBIF
agaricus_xanthodermus,-37.91578,145.44449,3,GBIF
agaricus_xanthodermus,-37.934748,145.110179,3,GBIF
agaricus_xanthodermus,36.953847,-122.057188,3,GBIF
agaricus_xanthodermus,35.506142,-120.663728,3,GBIF
agaricus_xanthodermus,-37.872773,142.290198,4,GBIF
agaricus_xanthodermus,-37.837333,144.970612,4,GBIF
agaricus_xanthodermus,-37.824966,144.97621,4,GBIF
agaricus_xanthodermus,-37.857578,144.976914,4,GBIF
agaricus_xanthodermus,-37.629288,144.105682,4,GBIF
agaricus_xanthodermus,36.652409,-121.813548,4,GBIF
agaricus_xanthodermus,-35.227794,149.166674,4,GBIF
agaricus_xanthodermus,-35.227878,149.163747,4,GBIF
agaricus_xanthodermus,-36.554064,145.977543,4,GBIF
agaricus_xanthodermus,-34.250601,146.190144,4,GBIF
agaricus_xanthodermus,-37.811054,144.983259,4,GBIF
agaricus_xanthodermus,-37.811954,144.876601,4,GBIF
agaricus_xanthodermus,-37.892945,145.026641,4,GBIF
agaricus_xanthodermus,-37.854538,144.97165,4,GBIF
agaricus_xanthodermus,38.532808,-122.812798,4,GBIF
agaricus_xanthodermus,-37.253931,144.451668,4,GBIF
agaricus_xanthodermus,-35.227315,149.165626,4,GBIF
agaricus_xanthodermus,37.971374,-122.116666,4,GBIF
agaricus_xanthodermus,-37.052553,144.214258,4,GBIF
agaricus_xanthodermus,-34.970272,138.639389,4,GBIF
agaricus_xanthodermus,37.851831,-122.125381,4,GBIF
agaricus_xanthodermus,-37.819122,145.192432,4,GBIF
agaricus_xanthodermus,-37.874548,142.291101,4,GBIF
agaricus_xanthodermus,35.546372,-121.041028,4,GBIF
agaricus_xanthodermus,-37.554402,143.868475,4,GBIF
agaricus_xanthodermus,38.395847,-122.837412,4,GBIF
agaricus_xanthodermus,-34.241337,116.140883,4,GBIF
agaricus_xanthodermus,-33.726753,151.283972,4,GBIF
agaricus_xanthodermus,-38.2,146.0,4,GBIF
agaricus_xanthodermus,-33.815288,151.105361,4,GBIF
agaricus_xanthodermus,38.280128,-122.050789,4,GBIF
agaricus_xanthodermus,-35.227512,149.165847,4,GBIF
agaricus_xanthodermus,45.546145,-122.658705,4,GBIF
agaricus_xanthodermus,43.963044,81.261741,4,GBIF
agaricus_xanthodermus,-36.636067,144.367505,4,GBIF
agaricus_xanthodermus,35.577464,-121.15296,4,GBIF
agaricus_xanthodermus,35.598055,-121.092683,4,GBIF
agaricus_xanthodermus,-37.806754,144.969828,5,GBIF
agaricus_xanthodermus,52.51433,13.353865,5,GBIF
agaricus_xanthodermus,32.974512,-116.605308,5,GBIF
agaricus_xanthodermus,46.214852,20.179199,5,GBIF
agaricus_xanthodermus,-41.293513,146.967453,5,GBIF
agaricus_xanthodermus,-37.735547,144.8871,5,GBIF
agaricus_xanthodermus,-35.227954,149.166744,5,GBIF
agaricus_xanthodermus,44.959498,19.527785,5,GBIF
agaricus_xanthodermus,50.281363,57.165306,5,GBIF
agaricus_xanthodermus,-37.689575,144.952958,5,GBIF
agaricus_xanthodermus,-36.836555,-73.044975,5,GBIF
agaricus_xanthodermus,47.466655,19.211581,5,GBIF
agaricus_xanthodermus,-37.605423,141.695023,5,GBIF
agaricus_xanthodermus,-38.196897,144.356881,5,GBIF
agaricus_xanthodermus,40.072893,-105.089891,5,GBIF
agaricus_xanthodermus,46.234624,20.160189,5,GBIF
agaricus_xanthodermus,-32.961252,151.689393,5,GBIF
agaricus_xanthodermus,52.217018,21.036127,5,GBIF
agaricus_xanthodermus,-37.723112,145.056239,6,GBIF
agaricus_xanthodermus,45.245945,19.86668,6,GBIF
agaricus_xanthodermus,37.779872,-122.282185,6,GBIF
agaricus_xanthodermus,-36.133992,146.876188,6,GBIF
agaricus_xanthodermus,32.74037,-117.213303,6,GBIF
agaricus_xanthodermus,-37.721657,145.053333,6,GBIF
agaricus_xanthodermus,51.147951,12.64055,6,GBIF
agaricus_xanthodermus,-37.735383,145.008396,6,GBIF
agaricus_xanthodermus,-33.803055,115.996462,6,GBIF
agaricus_xanthodermus,-37.724374,145.053187,6,GBIF
agaricus_xanthodermus,-37.857988,144.879258,6,GBIF
agaricus_xanthodermus,-37.852752,144.970136,6,GBIF
agaricus_xanthodermus,-38.067987,145.172898,6,GBIF
agaricus_xanthodermus,52.45746,13.304041,6,GBIF
agaricus_xanthodermus,48.748714,9.140637,6,GBIF
agaricus_xanthodermus,-37.83078,144.910278,6,GBIF
agaricus_xanthodermus,52.453863,13.300975,6,GBIF
agaricus_xanthodermus,37.498022,-122.37327,6,GBIF
agaricus_xanthodermus,-37.83395,145.09737,6,GBIF
agaricus_xanthodermus,-38.149503,144.379088,6,GBIF
agaricus_xanthodermus,-37.871947,144.807005,6,GBIF
agaricus_xanthodermus,-38.163997,144.300784,6,GBIF
agaricus_xanthodermus,-37.657402,145.034113,6,GBIF
agaricus_xanthodermus,-37.855902,144.981673,6,GBIF
agaricus_xanthodermus,-35.004543,138.585904,6,GBIF
agaricus_xanthodermus,55.437963,-2.728672,6,GBIF
agaricus_xanthodermus,50.085742,14.345328,6,GBIF
agaricus_xanthodermus,-37.865678,144.810592,6,GBIF
agaricus_xanthodermus,20.704094,-103.400067,6,GBIF
agaricus_xanthodermus,-37.856424,144.980833,6,GBIF
agaricus_xanthodermus,-34.861003,138.643625,6,GBIF
agaricus_xanthodermus,-38.02788,144.42772,7,GBIF
agaricus_xanthodermus,-37.723061,145.052876,7,GBIF
agaricus_xanthodermus,-37.6861,145.040913,7,GBIF
agaricus_xanthodermus,-37.784479,145.287914,7,GBIF
agaricus_xanthodermus,59.83178,17.65377,7,GBIF
agaricus_xanthodermus,59.83491,17.65217,7,GBIF
agaricus_xanthodermus,59.83189,17.65382,7,GBIF
agaricus_xanthodermus,59.85543,17.62842,7,GBIF
agaricus_xanthodermus,-37.640762,145.189482,7,GBIF
agaricus_xanthodermus,-37.8457,145.322337,7,GBIF
agaricus_xanthodermus,-37.862095,145.0244,7,GBIF
agaricus_xanthodermus,47.609691,-122.319069,7,GBIF
agaricus_xanthodermus,52.452467,13.306077,7,GBIF
agaricus_xanthodermus,58.7515,17.012658,7,GBIF
agaricus_xanthodermus,-36.354246,146.200606,7,GBIF
agaricus_xanthodermus,52.45573,13.302292,7,GBIF
agaricus_xanthodermus,52.488918,13.364325,7,GBIF
agaricus_xanthodermus,52.494679,13.375537,7,GBIF
agaricus_xanthodermus,52.456609,13.206302,7,GBIF
agaricus_xanthodermus,52.417599,12.975201,7,GBIF
agaricus_xanthodermus,47.245377,10.72758,7,GBIF
agaricus_xanthodermus,52.572654,13.390225,7,GBIF
agaricus_xanthodermus,52.512409,13.356843,7,GBIF
agaricus_xanthodermus,51.852077,12.276463,7,GBIF
agaricus_xanthodermus,54.074833,12.112986,7,GBIF
agaricus_xanthodermus,55.59536,12.97487,7,GBIF
agaricus_xanthodermus,48.847305,9.402709,7,GBIF
agaricus_xanthodermus,55.59503,12.97425,8,GBIF
agaricus_xanthodermus,58.53116,13.50301,8,GBIF
agaricus_xanthodermus,52.481567,13.338545,8,GBIF
agaricus_xanthodermus,52.452866,13.306132,8,GBIF
agaricus_xanthodermus,52.579457,13.87125,8,GBIF
agaricus_xanthodermus,54.360384,10.130044,8,GBIF
agaricus_xanthodermus,52.485788,13.418447,8,GBIF
agaricus_xanthodermus,55.70566,13.19463,8,GBIF
agaricus_xanthodermus,53.784664,12.161522,8,GBIF
agaricus_xanthodermus,54.083664,12.119647,8,GBIF
agaricus_xanthodermus,49.996704,8.505135,8,GBIF
agaricus_xanthodermus,52.522378,13.21285,8,GBIF
agaricus_xanthodermus,52.546916,13.541345,8,GBIF
agaricus_xanthodermus,52.046665,10.379417,8,GBIF
agaricus_xanthodermus,52.243614,4.472828,8,GBIF
agaricus_xanthodermus,52.45279,13.306383,8,GBIF
agaricus_xanthodermus,37.880537,-122.221192,8,GBIF
agaricus_xanthodermus,47.931975,18.836947,8,GBIF
agaricus_xanthodermus,52.509439,13.55926,8,GBIF
agaricus_xanthodermus,54.175906,10.443107,8,GBIF
agaricus_xanthodermus,45.522388,-122.625213,8,GBIF
agaricus_xanthodermus,52.505763,13.517636,8,GBIF
agaricus_xanthodermus,51.283682,12.380583,8,GBIF
agaricus_xanthodermus,48.708451,9.207518,8,GBIF
agaricus_xanthodermus,52.521085,13.213488,8,GBIF
agaricus_xanthodermus,50.283139,13.837149,8,GBIF
agaricus_xanthodermus,51.359447,14.165273,8,GBIF
agaricus_xanthodermus,57.53597,12.15572,8,GBIF
agaricus_xanthodermus,59.84656,17.62608,8,GBIF
agaricus_xanthodermus,59.8465,17.62613,8,GBIF
agaricus_xanthodermus,56.87472,16.65861,8,GBIF
agaricus_xanthodermus,37.869945,-122.241272,1,GBIF
agaricus_xanthodermus,33.350247,-118.333878,1,GBIF
agaricus_xanthodermus,38.390613,-122.882872,1,GBIF
agaricus_xanthodermus,38.455932,-122.718838,1,GBIF
agaricus_xanthodermus,-37.489596,144.577283,1,GBIF
agaricus_xanthodermus,37.483667,-122.317,1,GBIF
agaricus_xanthodermus,-37.880477,144.647524,1,GBIF
agaricus_xanthodermus,36.990405,-122.067222,1,GBIF
agaricus_xanthodermus,-37.499665,144.458712,1,GBIF
agaricus_xanthodermus,37.772422,-122.455666,1,GBIF
agaricus_xanthodermus,37.727458,-122.157975,1,GBIF
agaricus_xanthodermus,-37.873522,142.290057,1,GBIF
agaricus_xanthodermus,39.75,-121.8,1,GBIF
agaricus_xanthodermus,38.715189,-123.454453,1,GBIF
agaricus_xanthodermus,38.447475,-122.642114,1,GBIF
agaricus_xanthodermus,37.431714,-122.173394,1,GBIF
agaricus_xanthodermus,38.466736,-122.708681,1,GBIF
agaricus_xanthodermus,38.76905,-121.370567,1,GBIF
agaricus_xanthodermus,38.524492,-122.721223,1,GBIF
agaricus_xanthodermus,37.91828,-122.530572,1,GBIF
agaricus_xanthodermus,36.998312,-122.05593,1,GBIF
agaricus_xanthodermus,37.787692,-122.499388,1,GBIF
agaricus_xanthodermus,37.812038,-122.187521,1,GBIF
agaricus_xanthodermus,37.822262,-122.185272,1,GBIF
agaricus_xanthodermus,36.988425,-122.042708,1,GBIF
agaricus_xanthodermus,36.997678,-122.05285,1,GBIF
agaricus_xanthodermus,34.069511,-118.441305,1,GBIF
agaricus_xanthodermus,38.76958,-121.371283,1,GBIF
agaricus_xanthodermus,37.76947,-122.466843,1,GBIF
agaricus_xanthodermus,37.999692,-122.481278,1,GBIF
agaricus_xanthodermus,36.998072,-122.057275,1,GBIF
agaricus_xanthodermus,33.591964,-117.714662,1,GBIF
agaricus_xanthodermus,38.436897,-122.633469,1,GBIF
agaricus_xanthodermus,37.913578,-122.260912,1,GBIF
agaricus_xanthodermus,37.792088,-122.458328,1,GBIF
agaricus_xanthodermus,38.561809,-121.747667,1,GBIF
agaricus_xanthodermus,37.899596,-122.296919,1,GBIF
agaricus_xanthodermus,37.870036,-122.259628,1,GBIF
agaricus_xanthodermus,34.402963,-119.29589,1,GBIF
agaricus_xanthodermus,38.559392,-121.758438,1,GBIF
agaricus_xanthodermus,36.996983,-122.055244,1,GBIF
agaricus_xanthodermus,37.875666,-122.269497,1,GBIF
agaricus_xanthodermus,37.869942,-122.241355,1,GBIF
agaricus_xanthodermus,37.797775,-122.160094,1,GBIF
agaricus_xanthodermus,44.030181,-123.074986,1,GBIF
agaricus_xanthodermus,35.544308,-121.071517,1,GBIF
agaricus_xanthodermus,37.910983,-122.35471,1,GBIF
agaricus_xanthodermus,40.699984,-124.195325,1,GBIF
agaricus_xanthodermus,33.981847,-118.4039,2,GBIF
agaricus_xanthodermus,38.015297,-122.575813,2,GBIF
agaricus_xanthodermus,38.388538,-121.94448,2,GBIF
agaricus_xanthodermus,37.440595,-122.293822,2,GBIF
agaricus_xanthodermus,37.799225,-122.159809,2,GBIF
agaricus_xanthodermus,34.071003,-118.448145,2,GBIF
agaricus_xanthodermus,37.974416,-122.588688,2,GBIF
agaricus_xanthodermus,36.619306,-121.913217,2,GBIF
agaricus_xanthodermus,37.212169,-122.045832,2,GBIF
agaricus_xanthodermus,32.885985,-117.235792,2,GBIF
agaricus_xanthodermus,32.971907,-117.13393,2,GBIF
agaricus_xanthodermus,37.464275,-122.189742,2,GBIF
agaricus_xanthodermus,-33.414352,151.283631,2,GBIF
agaricus_xanthodermus,33.124938,-117.090271,2,GBIF
agaricus_xanthodermus,32.918529,-117.189767,2,GBIF
agaricus_xanthodermus,31.639268,-116.5195,2,GBIF
agaricus_xanthodermus,37.293078,-122.087393,2,GBIF
agaricus_xanthodermus,37.770067,-122.505562,2,GBIF
agaricus_xanthodermus,38.339092,-122.673775,2,GBIF
agaricus_xanthodermus,38.199803,-121.607675,2,GBIF
agaricus_xanthodermus,34.37742,-118.513953,2,GBIF
agaricus_xanthodermus,32.760974,-117.233863,2,GBIF
agaricus_xanthodermus,34.148649,-118.306823,2,GBIF
agaricus_xanthodermus,38.543528,-121.704618,2,GBIF
agaricus_xanthodermus,32.941569,-117.139253,2,GBIF
amanita_amerirubescens,52.25,5.15,1,GBIF
amanita_amerirubescens,51.35,4.35,1,GBIF
amanita_amerirubescens,52.45,6.2,1,GBIF
amanita_amerirubescens,52.7,4.65,1,GBIF
amanita_amerirubescens,37.870862,-122.262458,1,GBIF
amanita_amerirubescens,36.60242,-121.915818,1,GBIF
amanita_amerirubescens,36.985145,-122.083825,1,GBIF
amanita_amerirubescens,-43.532271,172.623864,1,GBIF
amanita_amerirubescens,-45.025908,168.668451,1,GBIF
amanita_amerirubescens,35.550636,-121.09227,1,GBIF
amanita_amerirubescens,37.47977,-122.2976,1,GBIF
amanita_amerirubescens,29.030457,-81.182014,1,GBIF
